symbol,value,unit,variant_id,product_id
d,315,mm,3435,404
d1,200,mm,3435,404
L,600,mm,3435,404
L1,308,mm,3435,404
e,28.7,mm,3435,404
e1,18.2,mm,3435,404
d,315,mm,3436,404
d1,225,mm,3436,404
L,625,mm,3436,404
L1,308,mm,3436,404
e,28.7,mm,3436,404
e1,20.5,mm,3436,404
d,355,mm,3437,404
d1,110,mm,3437,404
L,510,mm,3437,404
L1,303,mm,3437,404
e,32.3,mm,3437,404
e1,10.0,mm,3437,404
d,355,mm,3438,404
d1,125,mm,3438,404
L,525,mm,3438,404
L1,303,mm,3438,404
e,32.3,mm,3438,404
e1,11.4,mm,3438,404
d,355,mm,3439,404
d1,140,mm,3439,404
L,540,mm,3439,404
L1,303,mm,3439,404
e,32.3,mm,3439,404
e1,12.8,mm,3439,404
d,355,mm,3440,404
d1,160,mm,3440,404
L,560,mm,3440,404
L1,303,mm,3440,404
e,32.3,mm,3440,404
e1,14.6,mm,3440,404
d,355,mm,3441,404
d1,180,mm,3441,404
L,580,mm,3441,404
L1,328,mm,3441,404
e,32.3,mm,3441,404
e1,16.4,mm,3441,404
d,355,mm,3442,404
d1,200,mm,3442,404
L,600,mm,3442,404
L1,328,mm,3442,404
e,32.3,mm,3442,404
e1,18.2,mm,3442,404
d,355,mm,3443,404
d1,225,mm,3443,404
L,625,mm,3443,404
L1,328,mm,3443,404
e,32.3,mm,3443,404
e1,20.5,mm,3443,404
d,355,mm,3444,404
d1,250,mm,3444,404
L,650,mm,3444,404
L1,378,mm,3444,404
e,32.3,mm,3444,404
e1,22.8,mm,3444,404
d,400,mm,3445,404
d1,110,mm,3445,404
L,510,mm,3445,404
L1,325,mm,3445,404
e,36.4,mm,3445,404
e1,10.0,mm,3445,404
d,400,mm,3446,404
d1,125,mm,3446,404
L,525,mm,3446,404
L1,325,mm,3446,404
e,36.4,mm,3446,404
e1,11.4,mm,3446,404
d,400,mm,3447,404
d1,140,mm,3447,404
L,540,mm,3447,404
L1,325,mm,3447,404
e,36.4,mm,3447,404
e1,12.8,mm,3447,404
d,400,mm,3448,404
d1,160,mm,3448,404
L,560,mm,3448,404
L1,325,mm,3448,404
e,36.4,mm,3448,404
e1,14.6,mm,3448,404
d,400,mm,3449,404
d1,180,mm,3449,404
L,580,mm,3449,404
L1,350,mm,3449,404
e,36.4,mm,3449,404
e1,16.4,mm,3449,404
d,400,mm,3450,404
d1,200,mm,3450,404
L,600,mm,3450,404
L1,350,mm,3450,404
e,36.4,mm,3450,404
e1,18.2,mm,3450,404
d,400,mm,3451,404
d1,225,mm,3451,404
L,625,mm,3451,404
L1,350,mm,3451,404
e,36.4,mm,3451,404
e1,20.5,mm,3451,404
d,400,mm,3452,404
d1,250,mm,3452,404
L,650,mm,3452,404
L1,400,mm,3452,404
e,36.4,mm,3452,404
e1,22.8,mm,3452,404
d,400,mm,3453,404
d1,280,mm,3453,404
L,680,mm,3453,404
L1,400,mm,3453,404
e,36.4,mm,3453,404
e1,25.5,mm,3453,404
d,16,mm,3771,405
DN,10,mm,3771,405
PN,10,bar,3771,405
D,50,mm,3771,405
H,61,mm,3771,405
H1,27,mm,3771,405
H2,12,mm,3771,405
L,96,mm,3771,405
L1,82,mm,3771,405
L2,56,mm,3771,405
L4,25,mm,3771,405
L5,35,mm,3771,405
L6,47,mm,3771,405
M,M6,,3771,405
z,74,mm,3771,405
d,20,mm,3772,405
DN,15,mm,3772,405
PN,10,bar,3772,405
D,50,mm,3772,405
H,61,mm,3772,405
H1,27,mm,3772,405
H2,12,mm,3772,405
L,99,mm,3772,405
L1,82,mm,3772,405
L2,56,mm,3772,405
L4,25,mm,3772,405
L5,35,mm,3772,405
L6,45,mm,3772,405
M,M6,,3772,405
z,70,mm,3772,405
d,25,mm,3773,405
DN,20,mm,3773,405
PN,10,bar,3773,405
D,58,mm,3773,405
H,74,mm,3773,405
H1,30,mm,3773,405
H2,12,mm,3773,405
L,111,mm,3773,405
L1,106,mm,3773,405
L2,65,mm,3773,405
L4,25,mm,3773,405
L5,44,mm,3773,405
L6,62,mm,3773,405
M,M6,,3773,405
z,79,mm,3773,405
d,32,mm,3774,405
DN,25,mm,3774,405
PN,10,bar,3774,405
D,68,mm,3774,405
H,80,mm,3774,405
H1,36,mm,3774,405
H2,12,mm,3774,405
L,126,mm,3774,405
L1,106,mm,3774,405
L2,71,mm,3774,405
L4,25,mm,3774,405
L5,44,mm,3774,405
L6,62,mm,3774,405
M,M6,,3774,405
z,88,mm,3774,405
d,40,mm,3775,405
DN,32,mm,3775,405
PN,10,bar,3775,405
D,84,mm,3775,405
H,95,mm,3775,405
H1,44,mm,3775,405
H2,15,mm,3775,405
L,146,mm,3775,405
L1,131,mm,3775,405
L2,85,mm,3775,405
L4,45,mm,3775,405
L5,57,mm,3775,405
L6,74,mm,3775,405
M,M8,,3775,405
z,104,mm,3775,405
d,50,mm,3776,405
DN,40,mm,3776,405
PN,10,bar,3776,405
D,97,mm,3776,405
H,102,mm,3776,405
H1,51,mm,3776,405
H2,15,mm,3776,405
L,157,mm,3776,405
L1,131,mm,3776,405
L2,89,mm,3776,405
L4,45,mm,3776,405
L5,57,mm,3776,405
L6,74,mm,3776,405
M,M8,,3776,405
z,115,mm,3776,405
d,63,mm,3777,405
DN,50,mm,3777,405
PN,10,bar,3777,405
D,124,mm,3777,405
H,117,mm,3777,405
H1,64,mm,3777,405
H2,15,mm,3777,405
L,183,mm,3777,405
L1,152,mm,3777,405
L2,101,mm,3777,405
L4,45,mm,3777,405
L5,66,mm,3777,405
L6,86,mm,3777,405
M,M8,,3777,405
z,132,mm,3777,405
d,16,mm,3778,405
DN,10,mm,3778,405
PN,10,bar,3778,405
D,50,mm,3778,405
H,61,mm,3778,405
H1,27,mm,3778,405
H2,12,mm,3778,405
L,96,mm,3778,405
L1,82,mm,3778,405
L2,56,mm,3778,405
L4,25,mm,3778,405
L5,35,mm,3778,405
L6,47,mm,3778,405
M,M6,,3778,405
z,74,mm,3778,405
d,20,mm,3779,405
DN,15,mm,3779,405
PN,10,bar,3779,405
D,50,mm,3779,405
H,61,mm,3779,405
H1,27,mm,3779,405
H2,12,mm,3779,405
L,99,mm,3779,405
L1,82,mm,3779,405
L2,56,mm,3779,405
L4,25,mm,3779,405
L5,35,mm,3779,405
L6,45,mm,3779,405
M,M6,,3779,405
z,70,mm,3779,405
d,25,mm,3780,405
DN,20,mm,3780,405
PN,10,bar,3780,405
D,58,mm,3780,405
H,74,mm,3780,405
H1,30,mm,3780,405
H2,12,mm,3780,405
L,111,mm,3780,405
L1,106,mm,3780,405
L2,65,mm,3780,405
L4,25,mm,3780,405
L5,44,mm,3780,405
L6,62,mm,3780,405
M,M6,,3780,405
z,79,mm,3780,405
d,32,mm,3781,405
DN,25,mm,3781,405
PN,10,bar,3781,405
D,68,mm,3781,405
H,80,mm,3781,405
H1,36,mm,3781,405
H2,12,mm,3781,405
L,126,mm,3781,405
L1,106,mm,3781,405
L2,71,mm,3781,405
L4,25,mm,3781,405
L5,44,mm,3781,405
L6,62,mm,3781,405
M,M6,,3781,405
z,88,mm,3781,405
d,40,mm,3782,405
DN,32,mm,3782,405
PN,10,bar,3782,405
D,84,mm,3782,405
H,95,mm,3782,405
H1,44,mm,3782,405
H2,15,mm,3782,405
L,146,mm,3782,405
L1,131,mm,3782,405
L2,85,mm,3782,405
L4,45,mm,3782,405
L5,57,mm,3782,405
L6,74,mm,3782,405
M,M8,,3782,405
z,104,mm,3782,405
d,50,mm,3783,405
DN,40,mm,3783,405
PN,10,bar,3783,405
D,97,mm,3783,405
H,102,mm,3783,405
H1,51,mm,3783,405
H2,15,mm,3783,405
L,157,mm,3783,405
L1,131,mm,3783,405
L2,89,mm,3783,405
L4,45,mm,3783,405
L5,57,mm,3783,405
L6,74,mm,3783,405
M,M8,,3783,405
z,115,mm,3783,405
d,63,mm,3784,405
DN,50,mm,3784,405
PN,10,bar,3784,405
D,124,mm,3784,405
H,117,mm,3784,405
H1,64,mm,3784,405
H2,15,mm,3784,405
L,183,mm,3784,405
L1,152,mm,3784,405
L2,101,mm,3784,405
L4,45,mm,3784,405
L5,66,mm,3784,405
L6,86,mm,3784,405
M,M8,,3784,405
z,132,mm,3784,405
d,20,mm,3811,406
DN,15,mm,3811,406
PN,10,bar,3811,406
D,50,mm,3811,406
H,93,mm,3811,406
H1,27,mm,3811,406
H2,12,mm,3811,406
L,130,mm,3811,406
L1,82,mm,3811,406
L2,56,mm,3811,406
L4,25,mm,3811,406
L5,35,mm,3811,406
L6,47,mm,3811,406
M,M6,,3811,406
e,"1,9",mm,3811,406
d,25,mm,3812,406
DN,20,mm,3812,406
PN,10,bar,3812,406
D,58,mm,3812,406
H,106,mm,3812,406
H1,30,mm,3812,406
H2,12,mm,3812,406
L,143,mm,3812,406
L1,105,mm,3812,406
L2,65,mm,3812,406
L4,25,mm,3812,406
L5,44,mm,3812,406
L6,62,mm,3812,406
M,M6,,3812,406
e,"2,3",mm,3812,406
d,32,mm,3813,406
DN,25,mm,3813,406
PN,10,bar,3813,406
D,68,mm,3813,406
H,112,mm,3813,406
H1,36,mm,3813,406
H2,12,mm,3813,406
L,150,mm,3813,406
L1,105,mm,3813,406
L2,71,mm,3813,406
L4,25,mm,3813,406
L5,44,mm,3813,406
L6,62,mm,3813,406
M,M8,,3813,406
e,"2,9",mm,3813,406
d,40,mm,3814,406
DN,32,mm,3814,406
PN,10,bar,3814,406
D,84,mm,3814,406
H,128,mm,3814,406
H1,44,mm,3814,406
H2,15,mm,3814,406
L,171,mm,3814,406
L1,131,mm,3814,406
L2,85,mm,3814,406
L4,45,mm,3814,406
L5,57,mm,3814,406
L6,74,mm,3814,406
M,M8,,3814,406
e,"3,7",mm,3814,406
d,50,mm,3815,406
DN,40,mm,3815,406
PN,10,bar,3815,406
D,97,mm,3815,406
H,135,mm,3815,406
H1,51,mm,3815,406
H2,15,mm,3815,406
L,190,mm,3815,406
L1,131,mm,3815,406
L2,89,mm,3815,406
L4,45,mm,3815,406
L5,57,mm,3815,406
L6,74,mm,3815,406
M,M8,,3815,406
e,"4,6",mm,3815,406
d,63,mm,3816,406
DN,50,mm,3816,406
PN,10,bar,3816,406
D,124,mm,3816,406
H,153,mm,3816,406
H1,64,mm,3816,406
H2,15,mm,3816,406
L,220,mm,3816,406
L1,152,mm,3816,406
L2,101,mm,3816,406
L4,45,mm,3816,406
L5,66,mm,3816,406
L6,86,mm,3816,406
M,M8,,3816,406
e,"5,8",mm,3816,406
d1,355,mm,2719,407
d2,225,mm,2719,407
PN,6,bar,2719,407
SDR,"17,6",,2719,407
L,120,mm,2719,407
L1,85,mm,2719,407
L2,10,mm,2719,407
e1,"21,1",mm,2719,407
e2,"13,4",mm,2719,407
d1,355,mm,2720,407
d2,250,mm,2720,407
PN,6,bar,2720,407
SDR,"17,6",,2720,407
L,115,mm,2720,407
L1,80,mm,2720,407
L2,10,mm,2720,407
e1,"20,1",mm,2720,407
e2,"14,2",mm,2720,407
d1,355,mm,2721,407
d2,280,mm,2721,407
PN,6,bar,2721,407
SDR,"17,6",,2721,407
L,115,mm,2721,407
L1,80,mm,2721,407
L2,10,mm,2721,407
e1,"20,1",mm,2721,407
e2,"15,9",mm,2721,407
d1,355,mm,2722,407
d2,315,mm,2722,407
PN,6,bar,2722,407
SDR,"17,6",,2722,407
L,115,mm,2722,407
L1,80,mm,2722,407
L2,15,mm,2722,407
e1,"20,1",mm,2722,407
e2,"17,9",mm,2722,407
d1,400,mm,2723,407
d2,225,mm,2723,407
PN,6,bar,2723,407
SDR,"17,6",,2723,407
L,135,mm,2723,407
L1,100,mm,2723,407
L2,10,mm,2723,407
e1,"23,7",mm,2723,407
e2,"13,4",mm,2723,407
d1,400,mm,2724,407
d2,250,mm,2724,407
PN,6,bar,2724,407
SDR,"17,6",,2724,407
L,135,mm,2724,407
L1,100,mm,2724,407
L2,10,mm,2724,407
e1,"23,7",mm,2724,407
e2,"14,8",mm,2724,407
d1,400,mm,2725,407
d2,280,mm,2725,407
PN,6,bar,2725,407
SDR,"17,6",,2725,407
L,135,mm,2725,407
L1,100,mm,2725,407
L2,10,mm,2725,407
e1,"23,7",mm,2725,407
e2,"16,6",mm,2725,407
d1,400,mm,2726,407
d2,315,mm,2726,407
PN,6,bar,2726,407
SDR,"17,6",,2726,407
L,135,mm,2726,407
L1,100,mm,2726,407
L2,10,mm,2726,407
e1,"22,7",mm,2726,407
e2,"17,9",mm,2726,407
d1,400,mm,2727,407
d2,355,mm,2727,407
PN,6,bar,2727,407
SDR,"17,6",,2727,407
L,135,mm,2727,407
L1,100,mm,2727,407
L2,13,mm,2727,407
e1,"22,7",mm,2727,407
e2,"20,1",mm,2727,407
d1,450,mm,2728,407
d2,225,mm,2728,407
PN,6,bar,2728,407
SDR,"17,6",,2728,407
L,150,mm,2728,407
L1,110,mm,2728,407
L2,10,mm,2728,407
e1,"26,7",mm,2728,407
e2,"13,4",mm,2728,407
d1,450,mm,2729,407
d2,250,mm,2729,407
PN,6,bar,2729,407
SDR,"17,6",,2729,407
L,150,mm,2729,407
L1,110,mm,2729,407
L2,10,mm,2729,407
e1,"26,7",mm,2729,407
e2,"14,8",mm,2729,407
d1,450,mm,2730,407
d2,280,mm,2730,407
PN,6,bar,2730,407
SDR,"17,6",,2730,407
L,150,mm,2730,407
L1,100,mm,2730,407
L2,15,mm,2730,407
e1,"25,5",mm,2730,407
e2,"15,9",mm,2730,407
d1,450,mm,2731,407
d2,315,mm,2731,407
PN,6,bar,2731,407
SDR,"17,6",,2731,407
L,150,mm,2731,407
L1,100,mm,2731,407
L2,15,mm,2731,407
e1,"25,5",mm,2731,407
e2,"17,9",mm,2731,407
d1,450,mm,2732,407
d2,355,mm,2732,407
PN,6,bar,2732,407
SDR,"17,6",,2732,407
L,150,mm,2732,407
L1,100,mm,2732,407
L2,15,mm,2732,407
e1,"25,5",mm,2732,407
e2,"20,1",mm,2732,407
d1,450,mm,2733,407
d2,400,mm,2733,407
PN,6,bar,2733,407
SDR,"17,6",,2733,407
L,150,mm,2733,407
L1,100,mm,2733,407
L2,15,mm,2733,407
e1,"25,5",mm,2733,407
e2,"22,7",mm,2733,407
d1,500,mm,2734,407
d2,225,mm,2734,407
PN,6,bar,2734,407
SDR,"17,6",,2734,407
L,165,mm,2734,407
L1,115,mm,2734,407
L2,10,mm,2734,407
e1,"29,7",mm,2734,407
e2,"13,4",mm,2734,407
d1,500,mm,2735,407
d2,250,mm,2735,407
PN,6,bar,2735,407
SDR,"17,6",,2735,407
L,165,mm,2735,407
L1,115,mm,2735,407
L2,10,mm,2735,407
e1,"29,7",mm,2735,407
e2,"14,8",mm,2735,407
d1,500,mm,2736,407
d2,280,mm,2736,407
PN,6,bar,2736,407
SDR,"17,6",,2736,407
L,165,mm,2736,407
L1,115,mm,2736,407
L2,10,mm,2736,407
e1,"29,7",mm,2736,407
e2,"16,6",mm,2736,407
d1,500,mm,2737,407
d2,315,mm,2737,407
PN,6,bar,2737,407
SDR,"17,6",,2737,407
L,165,mm,2737,407
L1,115,mm,2737,407
L2,10,mm,2737,407
e1,"28,4",mm,2737,407
e2,"17,9",mm,2737,407
d1,500,mm,2738,407
d2,355,mm,2738,407
PN,6,bar,2738,407
SDR,"17,6",,2738,407
L,165,mm,2738,407
L1,115,mm,2738,407
L2,10,mm,2738,407
e1,"28,4",mm,2738,407
e2,"20,1",mm,2738,407
d1,500,mm,2739,407
d2,400,mm,2739,407
PN,6,bar,2739,407
SDR,"17,6",,2739,407
L,165,mm,2739,407
L1,115,mm,2739,407
L2,10,mm,2739,407
e1,"28,4",mm,2739,407
e2,"22,7",mm,2739,407
d1,500,mm,2740,407
d2,450,mm,2740,407
PN,6,bar,2740,407
SDR,"17,6",,2740,407
L,165,mm,2740,407
L1,115,mm,2740,407
L2,25,mm,2740,407
e1,"28,4",mm,2740,407
e2,"25,5",mm,2740,407
d,75,mm,3797,408
DN,65,mm,3797,408
D,185,mm,3797,408
D1,145,mm,3797,408
D3,18,mm,3797,408
H,150,mm,3797,408
H1,85,mm,3797,408
H2,15,mm,3797,408
L1,269,mm,3797,408
L2,136,mm,3797,408
L3,290,mm,3797,408
L4,70,mm,3797,408
L5,64,mm,3797,408
L6,206,mm,3797,408
M,M8,,3797,408
d,90,mm,3798,408
DN,80,mm,3798,408
D,200,mm,3798,408
D1,160,mm,3798,408
D3,18,mm,3798,408
H,161,mm,3798,408
H1,105,mm,3798,408
H2,15,mm,3798,408
L1,269,mm,3798,408
L2,141,mm,3798,408
L3,310,mm,3798,408
L4,70,mm,3798,408
L5,64,mm,3798,408
L6,206,mm,3798,408
M,8,,3798,408
d,110,mm,3799,408
DN,100,mm,3799,408
D,220,mm,3799,408
D1,180,mm,3799,408
D3,18,mm,3799,408
H,178,mm,3799,408
H1,123,mm,3799,408
H2,22,mm,3799,408
L1,319,mm,3799,408
L2,164,mm,3799,408
L3,350,mm,3799,408
L4,120,mm,3799,408
L5,64,mm,3799,408
L6,256,mm,3799,408
M,M12,,3799,408
d,75,mm,3800,408
DN,65,mm,3800,408
D,185,mm,3800,408
D1,145,mm,3800,408
D3,18,mm,3800,408
H,150,mm,3800,408
H1,85,mm,3800,408
H2,15,mm,3800,408
L1,269,mm,3800,408
L2,136,mm,3800,408
L3,290,mm,3800,408
L4,70,mm,3800,408
L5,64,mm,3800,408
L6,206,mm,3800,408
M,M8,,3800,408
d,90,mm,3801,408
DN,80,mm,3801,408
D,200,mm,3801,408
D1,160,mm,3801,408
D3,18,mm,3801,408
H,161,mm,3801,408
H1,105,mm,3801,408
H2,15,mm,3801,408
L1,269,mm,3801,408
L2,141,mm,3801,408
L3,310,mm,3801,408
L4,70,mm,3801,408
L5,64,mm,3801,408
L6,206,mm,3801,408
M,8,,3801,408
d,110,mm,3802,408
DN,100,mm,3802,408
D,220,mm,3802,408
D1,180,mm,3802,408
D3,18,mm,3802,408
H,178,mm,3802,408
H1,123,mm,3802,408
H2,22,mm,3802,408
L1,319,mm,3802,408
L2,164,mm,3802,408
L3,350,mm,3802,408
L4,120,mm,3802,408
L5,64,mm,3802,408
L6,256,mm,3802,408
M,M12,,3802,408
d,20,mm,3643,409
DN,15,mm,3643,409
Zoll,½,inch,3643,409
PN,10,bar,3643,409
kv-Wert,90,l/min,3643,409
Gewicht,"0,200",kg,3643,409
M1,35,mm,3643,409
M2,47,mm,3643,409
Lz1,"28,0",mm,3643,409
Lz2,"28,0",mm,3643,409
L,130,mm,3643,409
V1,27,mm,3643,409
H,72,mm,3643,409
Hmax,99,mm,3643,409
DE,50,mm,3643,409
BG,M6,,3643,409
B3,25,mm,3643,409
H4,12,mm,3643,409
U,59,mm,3643,409
s,"1,9",mm,3643,409
d,20,mm,3644,409
DN,15,mm,3644,409
Zoll,½,inch,3644,409
PN,10,bar,3644,409
kv-Wert,90,l/min,3644,409
Gewicht,"0,200",kg,3644,409
M1,35,mm,3644,409
M2,47,mm,3644,409
Lz1,"28,0",mm,3644,409
Lz2,"28,0",mm,3644,409
L,130,mm,3644,409
V1,27,mm,3644,409
H,72,mm,3644,409
Hmax,99,mm,3644,409
DE,50,mm,3644,409
BG,M6,,3644,409
B3,25,mm,3644,409
H4,12,mm,3644,409
U,59,mm,3644,409
s,"1,9",mm,3644,409
d,25,mm,3645,409
DN,20,mm,3645,409
Zoll,¾,inch,3645,409
PN,10,bar,3645,409
kv-Wert,166,l/min,3645,409
Gewicht,"0,300",kg,3645,409
M1,44,mm,3645,409
M2,62,mm,3645,409
Lz1,"32,5",mm,3645,409
Lz2,"32,5",mm,3645,409
L,143,mm,3645,409
V1,30,mm,3645,409
H,91,mm,3645,409
Hmax,121,mm,3645,409
DE,58,mm,3645,409
BG,M6,,3645,409
B3,25,mm,3645,409
H4,12,mm,3645,409
U,68,mm,3645,409
s,"2,3",mm,3645,409
d,25,mm,3646,409
DN,20,mm,3646,409
Zoll,¾,inch,3646,409
PN,10,bar,3646,409
kv-Wert,166,l/min,3646,409
Gewicht,"0,300",kg,3646,409
M1,44,mm,3646,409
M2,62,mm,3646,409
Lz1,"32,5",mm,3646,409
Lz2,"32,5",mm,3646,409
L,143,mm,3646,409
V1,30,mm,3646,409
H,91,mm,3646,409
Hmax,121,mm,3646,409
DE,58,mm,3646,409
BG,M6,,3646,409
B3,25,mm,3646,409
H4,12,mm,3646,409
U,68,mm,3646,409
s,"2,3",mm,3646,409
d,32,mm,3647,409
DN,25,mm,3647,409
Zoll,1,inch,3647,409
PN,10,bar,3647,409
kv-Wert,235,l/min,3647,409
Gewicht,"0,400",kg,3647,409
M1,44,mm,3647,409
M2,62,mm,3647,409
Lz1,"35,5",mm,3647,409
Lz2,"35,5",mm,3647,409
L,150,mm,3647,409
V1,36,mm,3647,409
H,96,mm,3647,409
Hmax,132,mm,3647,409
DE,68,mm,3647,409
BG,M6,,3647,409
B3,25,mm,3647,409
H4,12,mm,3647,409
U,68,mm,3647,409
s,"2,9",mm,3647,409
d,32,mm,3648,409
DN,25,mm,3648,409
Zoll,1,inch,3648,409
PN,10,bar,3648,409
kv-Wert,235,l/min,3648,409
Gewicht,"0,400",kg,3648,409
M1,44,mm,3648,409
M2,62,mm,3648,409
Lz1,"35,5",mm,3648,409
Lz2,"35,5",mm,3648,409
L,150,mm,3648,409
V1,36,mm,3648,409
H,96,mm,3648,409
Hmax,132,mm,3648,409
DE,68,mm,3648,409
BG,M6,,3648,409
B3,25,mm,3648,409
H4,12,mm,3648,409
U,68,mm,3648,409
s,"2,9",mm,3648,409
d,40,mm,3649,409
DN,32,mm,3649,409
Zoll,1 ¼,inch,3649,409
PN,10,bar,3649,409
kv-Wert,417,l/min,3649,409
Gewicht,"0,700",kg,3649,409
M1,57,mm,3649,409
M2,74,mm,3649,409
Lz1,"42,5",mm,3649,409
Lz2,"42,5",mm,3649,409
L,171,mm,3649,409
V1,44,mm,3649,409
H,116,mm,3649,409
Hmax,160,mm,3649,409
DE,84,mm,3649,409
BG,M8,,3649,409
B3,45,mm,3649,409
H4,15,mm,3649,409
U,81,mm,3649,409
s,"3,7",mm,3649,409
d,40,mm,3650,409
DN,32,mm,3650,409
Zoll,1 ¼,inch,3650,409
PN,10,bar,3650,409
kv-Wert,417,l/min,3650,409
Gewicht,"0,700",kg,3650,409
M1,57,mm,3650,409
M2,74,mm,3650,409
Lz1,"42,5",mm,3650,409
Lz2,"42,5",mm,3650,409
L,171,mm,3650,409
V1,44,mm,3650,409
H,116,mm,3650,409
Hmax,160,mm,3650,409
DE,84,mm,3650,409
BG,M8,,3650,409
B3,45,mm,3650,409
H4,15,mm,3650,409
U,81,mm,3650,409
s,"3,7",mm,3650,409
d,50,mm,3651,409
DN,40,mm,3651,409
Zoll,1 ½,inch,3651,409
PN,10,bar,3651,409
kv-Wert,626,l/min,3651,409
Gewicht,"1,000",kg,3651,409
M1,57,mm,3651,409
M2,74,mm,3651,409
Lz1,"44,5",mm,3651,409
Lz2,"44,5",mm,3651,409
L,190,mm,3651,409
V1,51,mm,3651,409
H,122,mm,3651,409
Hmax,173,mm,3651,409
DE,97,mm,3651,409
BG,M8,,3651,409
B3,45,mm,3651,409
H4,15,mm,3651,409
U,81,mm,3651,409
s,"4,6",mm,3651,409
d,50,mm,3652,409
DN,40,mm,3652,409
Zoll,1 ½,inch,3652,409
PN,10,bar,3652,409
kv-Wert,626,l/min,3652,409
Gewicht,"1,000",kg,3652,409
M1,57,mm,3652,409
M2,74,mm,3652,409
Lz1,"44,5",mm,3652,409
Lz2,"44,5",mm,3652,409
L,190,mm,3652,409
V1,51,mm,3652,409
H,122,mm,3652,409
Hmax,173,mm,3652,409
DE,97,mm,3652,409
BG,M8,,3652,409
B3,45,mm,3652,409
H4,15,mm,3652,409
U,81,mm,3652,409
s,"4,6",mm,3652,409
d,63,mm,3653,409
DN,50,mm,3653,409
Zoll,2,inch,3653,409
PN,10,bar,3653,409
kv-Wert,781,l/min,3653,409
Gewicht,"1,700",kg,3653,409
M1,66,mm,3653,409
M2,86,mm,3653,409
Lz1,"50,5",mm,3653,409
Lz2,"50,5",mm,3653,409
L,220,mm,3653,409
V1,64,mm,3653,409
H,141,mm,3653,409
Hmax,205,mm,3653,409
DE,124,mm,3653,409
BG,M8,,3653,409
B3,45,mm,3653,409
H4,15,mm,3653,409
U,91,mm,3653,409
s,"5,8",mm,3653,409
d,63,mm,3654,409
DN,50,mm,3654,409
Zoll,2,inch,3654,409
PN,10,bar,3654,409
kv-Wert,781,l/min,3654,409
Gewicht,"1,700",kg,3654,409
M1,66,mm,3654,409
M2,86,mm,3654,409
Lz1,"50,5",mm,3654,409
Lz2,"50,5",mm,3654,409
L,220,mm,3654,409
V1,64,mm,3654,409
H,141,mm,3654,409
Hmax,205,mm,3654,409
DE,124,mm,3654,409
BG,M8,,3654,409
B3,45,mm,3654,409
H4,15,mm,3654,409
U,91,mm,3654,409
s,"5,8",mm,3654,409
d,20,mm,3748,410
DN,15,,3748,410
SDR,11,,3748,410
PN,10,bar,3748,410
kv-Wert,185,l/min,3748,410
D,50,mm,3748,410
H,61,mm,3748,410
H1,27,mm,3748,410
H2,12,mm,3748,410
L,194,mm,3748,410
L1,82,mm,3748,410
L2,56,mm,3748,410
L4,25,mm,3748,410
L5,35,mm,3748,410
L6,47,mm,3748,410
M,M6,,3748,410
z,198,mm,3748,410
d,25,mm,3749,410
DN,20,,3749,410
SDR,,,3749,410
PN,10,bar,3749,410
kv-Wert,350,l/min,3749,410
D,58,mm,3749,410
H,74,mm,3749,410
H1,30,mm,3749,410
H2,12,mm,3749,410
L,217,mm,3749,410
L1,105,mm,3749,410
L2,65,mm,3749,410
L4,25,mm,3749,410
L5,44,mm,3749,410
L6,62,mm,3749,410
M,M6,,3749,410
z,221,mm,3749,410
d,32,mm,3750,410
DN,25,,3750,410
SDR,11,,3750,410
PN,10,bar,3750,410
kv-Wert,700,l/min,3750,410
D,68,mm,3750,410
H,80,mm,3750,410
H1,36,mm,3750,410
H2,12,mm,3750,410
L,224,mm,3750,410
L1,105,mm,3750,410
L2,71,mm,3750,410
L4,25,mm,3750,410
L5,44,mm,3750,410
L6,62,mm,3750,410
M,M6,,3750,410
z,228,mm,3750,410
d,40,mm,3751,410
DN,32,,3751,410
SDR,11,,3751,410
PN,10,bar,3751,410
kv-Wert,1000,l/min,3751,410
D,84,mm,3751,410
H,95,mm,3751,410
H1,44,mm,3751,410
H2,15,mm,3751,410
L,250,mm,3751,410
L1,131,mm,3751,410
L2,85,mm,3751,410
L4,45,mm,3751,410
L5,57,mm,3751,410
L6,74,mm,3751,410
M,M8,,3751,410
z,254,mm,3751,410
d,50,mm,3752,410
DN,40,,3752,410
SDR,11,,3752,410
PN,10,bar,3752,410
kv-Wert,1600,l/min,3752,410
D,97,mm,3752,410
H,102,mm,3752,410
H1,51,mm,3752,410
H2,15,mm,3752,410
L,272,mm,3752,410
L1,131,mm,3752,410
L2,89,mm,3752,410
L4,45,mm,3752,410
L5,57,mm,3752,410
L6,74,mm,3752,410
M,M8,,3752,410
z,276,mm,3752,410
d,63,mm,3753,410
DN,50,,3753,410
SDR,11,,3753,410
PN,10,bar,3753,410
kv-Wert,3100,l/min,3753,410
D,124,mm,3753,410
H,117,mm,3753,410
H1,64,mm,3753,410
H2,15,mm,3753,410
L,321,mm,3753,410
L1,152,mm,3753,410
L2,101,mm,3753,410
L4,45,mm,3753,410
L5,66,mm,3753,410
L6,87,mm,3753,410
M,M8,,3753,410
z,325,mm,3753,410
d,20,mm,3754,410
DN,15,,3754,410
SDR,11,,3754,410
PN,10,bar,3754,410
kv-Wert,185,l/min,3754,410
D,50,mm,3754,410
H,61,mm,3754,410
H1,27,mm,3754,410
H2,12,mm,3754,410
L,194,mm,3754,410
